studentextuserid,cc
std_1589192954901_1267,ub87-P4ni
std_1589192959915_1268,TVUR-uBfW
std_1589192964915_1269,8rHj-qGMn
std_1589192969931_1270,HdZT-7eFq
std_1589192974947_1271,8Rg3-uPW4
std_1589192979994_1272,8qRD-4bvQ
std_1589192985010_1273,Ex9P-7Gv8
std_1589192990010_1274,Vco6-qoE9
std_1589192995024_1275,bCsp-D97H
std_1589193000041_1276,fR96-rLxK
std_1589193005056_1277,tctB-pawQ
std_1589193010072_1278,ZFMH-2Zpu
std_1589193015088_1279,Yz42-t2Du
std_1589193020102_1280,fwoa-Pvqk
std_1589193025119_1281,7zqD-274T
std_1589193030149_1282,a2f8-L93P
std_1589193035150_1283,y8Wv-yMDi
std_1589193040165_1284,b4HE-ru9K
std_1589193045182_1285,Mn7D-FDv7
std_1589193050197_1286,sc8Z-n7xc
std_1589193055213_1287,CFeT-Q2YQ
std_1589193060212_1288,7N4A-EVPn
std_1589193065227_1289,2bJ9-QXCv
std_1589193070243_1290,72bd-UtG8
std_1589193075259_1291,HmW8-FK62
std_1589193080275_1292,hfkx-Bwij
std_1589193085290_1293,hejP-23mB
std_1589193090305_1294,4Fg2-XU6d
std_1589193095322_1295,JH2i-GQrd
std_1589193100341_1296,7db7-UkH3
std_1589193105358_1297,JU6u-J2i9
std_1589193110370_1298,MjMk-U63u
std_1589193115385_1299,3N3M-ZDJQ
std_1589193120401_1300,7DNX-7QWM
std_1589193125532_1301,kmk9-424y
std_1589193130457_1302,KvYh-Kj6k
std_1589193135438_1303,ZdqK-i6CB
std_1589193140455_1304,HN3p-39zK
std_1589193145470_1305,mb9e-t4r2
std_1589193150484_1306,87s7-HgDA
std_1589193155502_1307,n4MK-T7Eq
std_1589193160517_1308,EKys-4nZs
std_1589193165531_1309,gCKG-73qx
std_1589193170548_1310,kd3u-yrQ7
std_1589193175563_1311,DCtG-24Mx
std_1589193180578_1312,Q8h2-43gi
std_1589193185579_1313,6394-xP6T
std_1589193190595_1314,7u7Q-NTUE
std_1589193195611_1315,b9kj-7978
std_1589193200625_1316,rKtJ-NT6M
std_1589193205658_1317,Fz4T-CkDH
std_1589193210706_1318,mTnC-Z6Xm
std_1589193215733_1319,2rKo-9AVC
std_1589193220752_1320,KMo8-VnB7
std_1589193225767_1321,9HBu-DkMJ
std_1589193231029_1322,pMCJ-9498
std_1589193235796_1323,CD29-H6zR
std_1589193240811_1324,2686-m6tj
std_1589193245826_1325,cTKx-2J2d
std_1589193250840_1326,8H8A-r7zQ
std_1589193255885_1327,ozGM-8g6A
std_1589193260870_1328,BKHd-RUtf
std_1589193265926_1329,fZBf-9MEu
std_1589193271028_1330,WhKt-Ln4g
std_1589193276001_1331,78nz-kDxk
std_1589193281174_1332,9E4q-sQ24
std_1589193286051_1333,ohEm-g2w6
std_1589193291066_1334,2U62-arQu
std_1589193296079_1335,Nw7u-W2ni
std_1589193301094_1336,32Zb-978c
std_1589193306109_1337,kL7w-sFu6
std_1589193311124_1338,48C7-PMAF
std_1589193316138_1339,EX8B-VPe6
std_1589193321154_1340,3LQj-9wF7
std_1589193326170_1341,bPhX-yv72
std_1589193331217_1342,4b9N-Phkf
std_1589193336253_1343,ET94-C8Ev
std_1589193341279_1344,Tx3P-47A4
std_1589193346297_1345,F4GZ-8Wq9
std_1589193351324_1346,UJ2A-9w4M
std_1589193356335_1347,kRBz-9vy4
std_1589193361363_1348,qPtn-sMwZ
std_1589193366381_1349,Xjoz-86K9
std_1589193371396_1350,Yx3w-9Xcf
std_1589193376411_1351,6y34-DWoa
std_1589193381426_1352,KL2q-Qnf2
std_1589193386440_1353,Vdpt-hs86
std_1589193391455_1354,DC72-Zz7g
std_1589193396469_1355,rEhY-ymWp
std_1589193401484_1356,8Ffm-4aAb
std_1589193406498_1357,akyp-TzKg
std_1589193411512_1358,aFWQ-ucgv
std_1589193416529_1359,4fqb-4p9k
std_1589193421557_1360,NnT4-Jy48
std_1589193426578_1361,BUKN-n6o4
std_1589193431587_1362,9DFD-T7YP
std_1589193436620_1363,k2HE-RBDW
std_1589193441636_1364,2ZgT-6R64
std_1589193446710_1365,CkAf-86Fs
std_1589193451681_1366,6rM3-N7Bv
std_1589193456700_1367,zRVx-w4dB
std_1589193461713_1368,9nTy-p7fj
std_1589193466897_1369,fVrX-Yp96
std_1589193471759_1370,R6fY-Ahz2
std_1589193476775_1371,tvzp-3M2U
std_1589193481819_1372,ZQNd-jZyA
std_1589193486821_1373,2Uif-hQ6n
std_1589193491837_1374,39CD-E3X2
std_1589193496855_1375,gXYa-y392
std_1589193501887_1376,xB9p-TV3T
std_1589193506892_1377,eoDu-n9dZ
std_1589193511887_1378,vsb3-6B7J
std_1589193516903_1379,G8dK-UJTj
std_1589193521934_1380,48DB-o4gK
std_1589193526943_1381,C973-6iZW
std_1589193531949_1382,zb6s-3Y6e
std_1589193536967_1383,cqz2-kYNk
std_1589193541982_1384,H73g-Bq36
std_1589193547012_1385,8YZn-ZW8H
std_1589193552029_1386,QZ2o-Y3Q2
std_1589193557045_1387,4o9D-R9v4
std_1589193562090_1388,4KE6-DB7C
std_1589193567123_1389,9qEf-27Yy
std_1589193572138_1390,w7zG-KUiX
std_1589193577237_1391,6GgM-h2wx
std_1589193582184_1392,aU6Q-noy4
std_1589193587201_1393,7nWG-pNKg
std_1589193592230_1394,qtz3-oMyi
std_1589193597246_1395,XsVh-jw9V
std_1589193602262_1396,ZUCn-9CZk
std_1589193607279_1397,y4L6-43D3
std_1589193612294_1398,t4ea-96KF
std_1589193617310_1399,2FoZ-qe2y
std_1589193622325_1400,2V37-8V6Q
std_1589193627365_1401,KiJ2-bno4
std_1589193632373_1402,cAY9-Hj2H
std_1589193637402_1403,trJ8-Qn72
std_1589193642389_1404,Xj3i-MQNk
std_1589193647404_1405,FhcM-4EN9
std_1589193652526_1406,YR3G-ME8f
std_1589193657434_1407,hHvX-jBn8
std_1589193662450_1408,9T6s-jB8o
std_1589193667465_1409,2BqC-xZa8
std_1589193672525_1410,3G2u-ZEk2
std_1589193677497_1411,Ku6q-94Z4
std_1589193682593_1412,xr4T-wYmU
std_1589193687528_1413,YBGg-6472
std_1589193692544_1414,WrK2-jE9W
std_1589193697559_1415,q89N-Gq3d
std_1589193702590_1416,26LK-TPcV
std_1589193707607_1417,N3i9-sJ9i
std_1589193712621_1418,9Tu6-7qWe
std_1589193717637_1419,87Vc-6TeY
std_1589193722653_1420,gPGb-G29V
std_1589193727669_1421,4wct-6zmy
std_1589193732743_1422,QT4M-8ngQ
std_1589193737700_1423,gYp7-TR7A
std_1589193742716_1424,KsW7-3sAP
std_1589193747732_1425,JnXr-LG4M
std_1589193752788_1426,673y-N787
std_1589193757794_1427,6Z3c-LcQ3
std_1589193762825_1428,6Y6T-4d76
std_1589193767842_1429,FiWp-gYv3
std_1589193772930_1430,wa7y-49cA
std_1589193777951_1431,XWno-VjcA
std_1589193782954_1432,873z-QCU2
std_1589193788342_1433,8hc4-yP34
std_1589193792987_1434,bKb7-Q8sf
std_1589193798002_1435,E6e4-kTLR
std_1589193803018_1436,8Xo6-Ys36
std_1589193808033_1437,2DLG-Znh4
std_1589193813048_1438,UGw4-2h4s
std_1589193818064_1439,PCE9-B9o4
std_1589193823112_1440,8UVo-kzTu
std_1589193828080_1441,vzZv-3NE7
std_1589193833095_1442,EiVZ-HyVy
std_1589193838126_1443,GQKw-QhZj
std_1589193843157_1444,T7dw-nD79
std_1589193848173_1445,4rKx-LwNB
std_1589193853188_1446,vJj4-t69j
std_1589193858204_1447,px7d-fpHA
std_1589193863219_1448,wyrj-z2xb
std_1589193868235_1449,uAsB-ZhR9
std_1589193873251_1450,96Gi-8Zct
std_1589193878283_1451,yFBF-zZ8v
std_1589193883299_1452,q2V7-mKT9
std_1589193888329_1453,Ahzk-VgpN
std_1589193893381_1454,2G37-T8b3
std_1589193898377_1455,F3yw-h6hV
std_1589193903391_1456,Yafw-8fvN
std_1589193908391_1457,uwU9-t8qg
std_1589193913407_1458,TP7U-9xTY
std_1589193918475_1459,267n-J28N
std_1589193923456_1460,H8tz-XA49
std_1589193928470_1461,Ju3M-aPwT
std_1589193933486_1462,7R9e-XCNY
std_1589193938502_1463,Byso-bDuw
std_1589193943517_1464,z9XE-6JMZ
std_1589193948533_1465,Dnk8-uLvw
std_1589193953563_1466,NwU6-cMQp
std_1589193958580_1467,ub87-P4ni
std_1589193963656_1468,TVUR-uBfW
std_1589193968628_1469,8rHj-qGMn
std_1589193973657_1470,HdZT-7eFq
std_1589193978687_1471,8Rg3-uPW4
std_1589193983689_1472,8qRD-4bvQ
std_1589193988740_1473,Ex9P-7Gv8
std_1589193993754_1474,Vco6-qoE9
std_1589193998782_1475,bCsp-D97H
std_1589194003798_1476,fR96-rLxK
std_1589194008813_1477,tctB-pawQ
std_1589194013858_1478,ZFMH-2Zpu
std_1589194018846_1479,Yz42-t2Du
std_1589194023861_1480,fwoa-Pvqk
std_1589194029069_1481,7zqD-274T
std_1589194033911_1482,a2f8-L93P
std_1589194038926_1483,y8Wv-yMDi
std_1589194043924_1484,b4HE-ru9K
std_1589194048948_1485,Mn7D-FDv7
std_1589194053959_1486,sc8Z-n7xc
std_1589194058972_1487,CFeT-Q2YQ
std_1589194063988_1488,7N4A-EVPn
std_1589194069006_1489,2bJ9-QXCv
std_1589194074018_1490,72bd-UtG8
std_1589194079033_1491,HmW8-FK62
std_1589194084050_1492,hfkx-Bwij
std_1589194089081_1493,hejP-23mB
std_1589194094081_1494,4Fg2-XU6d
std_1589194099098_1495,JH2i-GQrd
std_1589194104113_1496,7db7-UkH3
std_1589194109127_1497,JU6u-J2i9
std_1589194114145_1498,MjMk-U63u
std_1589194119192_1499,3N3M-ZDJQ
std_1589194124222_1500,7DNX-7QWM
std_1589194129237_1501,kmk9-424y
std_1589194134271_1502,KvYh-Kj6k
