studentextuserjid,classcode,classid,invitationid,tch
s42_1594823772133_26,ynMa-je9E,f046047a-c6a7-11ea-96b3-0242ac110002,5f822da6-7483-4874-936b-8049c1805359,t42_20200715-194839_26
s42_1594823776712_25,sJk4-9UjR,e01aeb99-c6a7-11ea-89f8-0242ac110002,7f44f353-78ba-4765-90a3-dcf567971902,t42_20200715-194839_25
s42_1594823774961_27,mw7k-CpHZ,fec51bbe-c6a7-11ea-af23-0242ac110002,81ce45c1-ae6c-405b-9431-06cbcf820c8b,t42_20200715-194839_27
s42_1594823776106_32,PupB-y6vP,595cf140-c6a8-11ea-af23-0242ac110002,2153f170-df39-4142-97f8-3ede07d62762,t42_20200715-194839_32
s42_1594823774403_30,J34J-DZyp,3491d82e-c6a8-11ea-96b3-0242ac110002,5ab19cb2-b697-4e1e-9315-e185d7f99ee2,t42_20200715-194839_30
s42_1594823777709_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,91c6bb86-777f-41e4-aa53-06e0b6dee7d1,t42_20200715-194839_33
s42_1594823781448_28,KMas-ykRC,12f828a2-c6a8-11ea-96b3-0242ac110002,ba41d577-c631-40b4-b9e1-036cf56c0eb2,t42_20200715-194839_28
s42_1594823781741_31,FvRG-n637,48784c41-c6a8-11ea-89f8-0242ac110002,5341ceb8-e47c-4475-98e5-3df599a96354,t42_20200715-194839_31
s42_1594823786416_29,78HF-i86Z,28246394-c6a8-11ea-acee-0242ac110002,3dcf1853-2d95-4da3-aeac-0a4056ecb286,t42_20200715-194839_29
s42_1594823783107_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,f3596867-767f-491c-a823-83439c416d9d,t42_20200715-194839_34
s42_1594823788016_26,ynMa-je9E,f046047a-c6a7-11ea-96b3-0242ac110002,59e6bd1a-b771-4aa0-950e-aa2d97426c9e,t42_20200715-194839_26
s42_1594823789953_27,mw7k-CpHZ,fec51bbe-c6a7-11ea-af23-0242ac110002,756c211a-bbfa-4b86-aade-0da844aca1e2,t42_20200715-194839_27
s42_1594823790504_30,J34J-DZyp,3491d82e-c6a8-11ea-96b3-0242ac110002,b32f96fb-a175-4fa9-8846-4a647afcb979,t42_20200715-194839_30
s42_1594823790203_32,PupB-y6vP,595cf140-c6a8-11ea-af23-0242ac110002,f1dfcfd5-14fe-4da2-81ba-4578147a012f,t42_20200715-194839_32
s42_1594823797018_29,78HF-i86Z,28246394-c6a8-11ea-acee-0242ac110002,3456765a-a9c7-4c57-aac6-4a73e21f7f9e,t42_20200715-194839_29
s42_1594823797677_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,f4b92099-2d7b-47c5-bc3f-fc4e8adcd7cb,t42_20200715-194839_34
s42_1594823794383_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,8b6ddad6-ae0b-4dd3-bcb5-14662bbf4444,t42_20200715-194839_33
s42_1594823795468_28,KMas-ykRC,12f828a2-c6a8-11ea-96b3-0242ac110002,125e28a6-92f6-49d1-a3b9-9f546b2ea4ba,t42_20200715-194839_28
s42_1594823796868_31,FvRG-n637,48784c41-c6a8-11ea-89f8-0242ac110002,6d45339a-0b4d-4add-b222-bdbc90525898,t42_20200715-194839_31
s42_1594823800833_26,ynMa-je9E,f046047a-c6a7-11ea-96b3-0242ac110002,5106ae63-a56e-49b8-846d-2d3c364e1322,t42_20200715-194839_26
s42_1594823807365_29,78HF-i86Z,28246394-c6a8-11ea-acee-0242ac110002,7ced1ea4-d81d-4b0e-b88e-55181cfd704d,t42_20200715-194839_29
s42_1594823805294_30,J34J-DZyp,3491d82e-c6a8-11ea-96b3-0242ac110002,1ae2f484-7a02-4f42-a803-ce833790dac8,t42_20200715-194839_30
s42_1594823804983_27,mw7k-CpHZ,fec51bbe-c6a7-11ea-af23-0242ac110002,fc7ee210-2b8a-449e-848d-7abc68a0f090,t42_20200715-194839_27
s42_1594823811442_31,FvRG-n637,48784c41-c6a8-11ea-89f8-0242ac110002,faba7ba6-c7e4-4b92-a298-618813e3d9b4,t42_20200715-194839_31
s42_1594823805765_32,PupB-y6vP,595cf140-c6a8-11ea-af23-0242ac110002,2e741a34-798a-4f79-b6bd-62eb7b5a9045,t42_20200715-194839_32
s42_1594823811360_28,KMas-ykRC,12f828a2-c6a8-11ea-96b3-0242ac110002,b108ea04-4bdb-44ed-aef0-1d6f874f7bbc,t42_20200715-194839_28
s42_1594823810995_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,92b97b0a-8f80-4fdf-92f6-15051ed6b3ac,t42_20200715-194839_33
s42_1594823810899_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,b415a659-3896-455c-a4db-8324ffa86e21,t42_20200715-194839_34
s42_1594823817639_29,78HF-i86Z,28246394-c6a8-11ea-acee-0242ac110002,b9a10abc-78e8-455a-ac98-5ded85374089,t42_20200715-194839_29
s42_1594823820626_35,rZ29-L789,9308bcb9-c6a8-11ea-96b3-0242ac110002,1293b90b-3d80-4f3e-a6d7-aeb9a6b0a6a2,t42_20200715-194839_35
s42_1594823819435_27,mw7k-CpHZ,fec51bbe-c6a7-11ea-af23-0242ac110002,4a64d78c-3f28-48b3-89ba-af9b03fa2f9b,t42_20200715-194839_27
s42_1594823817996_30,J34J-DZyp,3491d82e-c6a8-11ea-96b3-0242ac110002,80f94e2e-1bd7-4b80-994b-5bdae6501691,t42_20200715-194839_30
s42_1594823822096_31,FvRG-n637,48784c41-c6a8-11ea-89f8-0242ac110002,65759ea6-fe9c-458d-8ce5-b6181d165e06,t42_20200715-194839_31
s42_1594823822669_32,PupB-y6vP,595cf140-c6a8-11ea-af23-0242ac110002,28acff1c-3719-4426-9a3e-613161436e80,t42_20200715-194839_32
s42_1594823826081_28,KMas-ykRC,12f828a2-c6a8-11ea-96b3-0242ac110002,fe25b8f5-ee8a-4e77-86e8-782bab763d56,t42_20200715-194839_28
s42_1594823829284_29,78HF-i86Z,28246394-c6a8-11ea-acee-0242ac110002,103502a7-3127-4724-82e2-c720f8410eac,t42_20200715-194839_29
s42_1594823827367_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,1efdbc3d-d5cd-4236-888c-af165f28b745,t42_20200715-194839_33
s42_1594823828287_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,51fc9981-d266-4985-bf37-4354fef8f28e,t42_20200715-194839_34
s42_1594823832183_35,rZ29-L789,9308bcb9-c6a8-11ea-96b3-0242ac110002,7b377e28-8e1b-4a37-a1a7-3b91243061af,t42_20200715-194839_35
s42_1594823834782_27,mw7k-CpHZ,fec51bbe-c6a7-11ea-af23-0242ac110002,0db5c4c2-1789-4851-b28d-2178a0d7a160,t42_20200715-194839_27
s42_1594823838443_32,PupB-y6vP,595cf140-c6a8-11ea-af23-0242ac110002,aaeaf70d-f238-4f4b-8bf6-2935a7c5074a,t42_20200715-194839_32
s42_1594823834793_30,J34J-DZyp,3491d82e-c6a8-11ea-96b3-0242ac110002,4cb00a96-3c73-4610-8ad0-e3dd8d5bf357,t42_20200715-194839_30
s42_1594823840360_29,78HF-i86Z,28246394-c6a8-11ea-acee-0242ac110002,894fd93f-8d69-4376-9cfa-caec15230d7f,t42_20200715-194839_29
s42_1594823839878_28,KMas-ykRC,12f828a2-c6a8-11ea-96b3-0242ac110002,652ce066-afc3-4a83-ac19-72b65f717d8e,t42_20200715-194839_28
s42_1594823837647_31,FvRG-n637,48784c41-c6a8-11ea-89f8-0242ac110002,1106dc0f-4d5e-40f5-8639-01b004f78389,t42_20200715-194839_31
s42_1594823840707_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,cd239ed4-26fe-4626-8e7d-c7a496304caa,t42_20200715-194839_33
s42_1594823845286_27,mw7k-CpHZ,fec51bbe-c6a7-11ea-af23-0242ac110002,0d211f00-e54d-490b-b284-ca540e340bec,t42_20200715-194839_27
s42_1594823842551_35,rZ29-L789,9308bcb9-c6a8-11ea-96b3-0242ac110002,7b757881-8425-4ff1-9240-1697d7eb2c93,t42_20200715-194839_35
s42_1594823842193_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,667d8102-c810-4b2a-820c-311156873a26,t42_20200715-194839_34
s42_1594823847334_36,c7QP-L8zE,a0f33445-c6a8-11ea-acee-0242ac110002,e17cd0be-6f6e-4267-b27b-666d2d5b290b,t42_20200715-194839_36
s42_1594823852259_29,78HF-i86Z,28246394-c6a8-11ea-acee-0242ac110002,410e8971-2500-41e4-9e44-24e56a1b9c7f,t42_20200715-194839_29
s42_1594823852636_28,KMas-ykRC,12f828a2-c6a8-11ea-96b3-0242ac110002,6f0eb6a1-2a48-4ccd-a491-4f5484a5df3b,t42_20200715-194839_28
s42_1594823851032_32,PupB-y6vP,595cf140-c6a8-11ea-af23-0242ac110002,db15c7f8-c3f4-40f0-85f6-2aa830942e57,t42_20200715-194839_32
s42_1594823851953_30,J34J-DZyp,3491d82e-c6a8-11ea-96b3-0242ac110002,0e3adf65-6d21-452a-8526-db68c1f14d6f,t42_20200715-194839_30
s42_1594823854231_31,FvRG-n637,48784c41-c6a8-11ea-89f8-0242ac110002,e013612a-ed9b-4770-b1f7-395fe3335e5f,t42_20200715-194839_31
s42_1594823857752_35,rZ29-L789,9308bcb9-c6a8-11ea-96b3-0242ac110002,05aa2a4e-2110-496a-98df-0d91d28c0389,t42_20200715-194839_35
s42_1594823854587_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,c3a2ce69-9de2-47a9-868b-9b605b63fac7,t42_20200715-194839_33
s42_1594823860331_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,7b6b7275-803e-466c-a14c-486d2d65fdad,t42_20200715-194839_34
s42_1594823867052_32,PupB-y6vP,595cf140-c6a8-11ea-af23-0242ac110002,18673048-4c0c-408a-8cdc-6406805ba53d,t42_20200715-194839_32
s42_1594823863121_36,c7QP-L8zE,a0f33445-c6a8-11ea-acee-0242ac110002,eae4ad58-4f6f-4e00-9580-885c84a8ae29,t42_20200715-194839_36
s42_1594823868960_30,J34J-DZyp,3491d82e-c6a8-11ea-96b3-0242ac110002,6c5b595d-0b54-4743-83a9-5df1a13dbfde,t42_20200715-194839_30
s42_1594823869304_31,FvRG-n637,48784c41-c6a8-11ea-89f8-0242ac110002,8066cc8d-01fd-466a-90e5-c46c67544b68,t42_20200715-194839_31
s42_1594823866772_28,KMas-ykRC,12f828a2-c6a8-11ea-96b3-0242ac110002,b7dd1ff0-87bf-47a4-84de-93b44199f65c,t42_20200715-194839_28
s42_1594823865510_29,78HF-i86Z,28246394-c6a8-11ea-acee-0242ac110002,bcd1866c-93a5-4281-a338-eed4a18dc872,t42_20200715-194839_29
s42_1594823870715_35,rZ29-L789,9308bcb9-c6a8-11ea-96b3-0242ac110002,aaa03631-3966-4953-b289-da607e135415,t42_20200715-194839_35
s42_1594823871293_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,5072218e-452a-4a88-9289-7c9bc8f8ecf6,t42_20200715-194839_33
s42_1594823877301_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,99275e16-7173-4dbe-b727-94c8108582ce,t42_20200715-194839_34
s42_1594823879440_36,c7QP-L8zE,a0f33445-c6a8-11ea-acee-0242ac110002,d1f5e09c-6904-4460-ae42-a06d625a22dd,t42_20200715-194839_36
s42_1594823883697_29,78HF-i86Z,28246394-c6a8-11ea-acee-0242ac110002,9343053f-0a30-4684-9b3e-2af09b7cefe6,t42_20200715-194839_29
s42_1594823878946_32,PupB-y6vP,595cf140-c6a8-11ea-af23-0242ac110002,e306efbe-5776-4689-8192-2eaa563a573a,t42_20200715-194839_32
s42_1594823881145_31,FvRG-n637,48784c41-c6a8-11ea-89f8-0242ac110002,47024493-2d48-4851-96b0-cb648aabaed0,t42_20200715-194839_31
s42_1594823884507_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,c35b9029-cc8b-4342-b4e3-3b17e30bf396,t42_20200715-194839_33
s42_1594823880796_30,J34J-DZyp,3491d82e-c6a8-11ea-96b3-0242ac110002,467edbbd-de89-4c7d-b542-2c27553415bf,t42_20200715-194839_30
s42_1594823889953_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,e81da843-106d-452e-bc83-2c13d54873ec,t42_20200715-194839_34
s42_1594823883706_37,Zbt2-MECJ,b606b67e-c6a8-11ea-acee-0242ac110002,90c3cfe6-645d-48fa-9d54-c284badc6d4b,t42_20200715-194839_37
s42_1594823884414_35,rZ29-L789,9308bcb9-c6a8-11ea-96b3-0242ac110002,0371b26c-0521-431a-862d-931f6363d590,t42_20200715-194839_35
s42_1594823892319_36,c7QP-L8zE,a0f33445-c6a8-11ea-acee-0242ac110002,9fbe01fb-be4c-45a8-b108-d7917c3d8691,t42_20200715-194839_36
s42_1594823897460_30,J34J-DZyp,3491d82e-c6a8-11ea-96b3-0242ac110002,74a4385b-d08c-43f9-b218-cb26fbefec07,t42_20200715-194839_30
s42_1594823896532_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,3a9b16e4-ad06-48d7-9e32-c8ca95f8b68a,t42_20200715-194839_33
s42_1594823900310_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,0749e235-4196-406c-b08d-4653a73243ff,t42_20200715-194839_34
s42_1594823896019_31,FvRG-n637,48784c41-c6a8-11ea-89f8-0242ac110002,171771c2-2a78-4db7-9340-2fc410314090,t42_20200715-194839_31
s42_1594823895019_32,PupB-y6vP,595cf140-c6a8-11ea-af23-0242ac110002,c3e938a4-392f-4ea2-8358-842f79ea23c5,t42_20200715-194839_32
s42_1594823900725_37,Zbt2-MECJ,b606b67e-c6a8-11ea-acee-0242ac110002,0697e6b4-5e36-4aa1-bcf8-8ac375d86fc7,t42_20200715-194839_37
s42_1594823905393_36,c7QP-L8zE,a0f33445-c6a8-11ea-acee-0242ac110002,62a9926a-8acb-4a60-8831-92861dc658cd,t42_20200715-194839_36
s42_1594823901211_35,rZ29-L789,9308bcb9-c6a8-11ea-96b3-0242ac110002,22827da7-2e2e-4818-b19a-eaa76b710eb9,t42_20200715-194839_35
s42_1594823904767_38,VDwN-U4c6,c66897a8-c6a8-11ea-acee-0242ac110002,dcbac2cb-5d64-4fb0-8153-5948b8a5a9ce,t42_20200715-194839_38
s42_1594823910158_30,J34J-DZyp,3491d82e-c6a8-11ea-96b3-0242ac110002,e6a17b9b-e442-424c-92bf-05856f0ff9a0,t42_20200715-194839_30
s42_1594823911873_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,54b3b06c-bd9d-4b83-be8e-2888a29f22ab,t42_20200715-194839_33
s42_1594823912479_32,PupB-y6vP,595cf140-c6a8-11ea-af23-0242ac110002,fa5255a2-e927-48fd-80a7-b0a209fd72e8,t42_20200715-194839_32
s42_1594823914625_37,Zbt2-MECJ,b606b67e-c6a8-11ea-acee-0242ac110002,08a26ddd-5a17-4de0-b2e4-fd34015ca046,t42_20200715-194839_37
s42_1594823912105_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,437c94ae-e594-481d-acb7-526d349dc066,t42_20200715-194839_34
s42_1594823915988_36,c7QP-L8zE,a0f33445-c6a8-11ea-acee-0242ac110002,534165e5-269f-437a-9556-fccab060cb24,t42_20200715-194839_36
s42_1594823912424_31,FvRG-n637,48784c41-c6a8-11ea-89f8-0242ac110002,b25fd67b-b579-47ba-9ee6-c5c62fd78266,t42_20200715-194839_31
s42_1594823922583_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,5f481e07-9616-483b-a23c-0ea6d7d451d1,t42_20200715-194839_33
s42_1594823921426_38,VDwN-U4c6,c66897a8-c6a8-11ea-acee-0242ac110002,2b078964-7325-4870-93b3-ab6698f28bba,t42_20200715-194839_38
s42_1594823919197_35,rZ29-L789,9308bcb9-c6a8-11ea-96b3-0242ac110002,3737f7a5-cc53-401a-ae5b-8d62fd25e77d,t42_20200715-194839_35
s42_1594823925913_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,526ce06b-3046-4d34-a6c4-4cfde1602ebb,t42_20200715-194839_34
s42_1594823925584_37,Zbt2-MECJ,b606b67e-c6a8-11ea-acee-0242ac110002,7a76d100-a9ea-4b0e-ab71-157bf69ccb9f,t42_20200715-194839_37
s42_1594823926269_36,c7QP-L8zE,a0f33445-c6a8-11ea-acee-0242ac110002,49ea7ab0-d02c-4c3b-bbf1-7ecfaac31cce,t42_20200715-194839_36
s42_1594823924902_32,PupB-y6vP,595cf140-c6a8-11ea-af23-0242ac110002,092324eb-aaac-457c-ab75-eb2e2e5df685,t42_20200715-194839_32
s42_1594823922567_30,J34J-DZyp,3491d82e-c6a8-11ea-96b3-0242ac110002,d30bab49-454a-42a2-9738-3f7ac96a119f,t42_20200715-194839_30
s42_1594823929163_31,FvRG-n637,48784c41-c6a8-11ea-89f8-0242ac110002,37fc63dc-86a8-4d4d-bc29-0c751f03b1b0,t42_20200715-194839_31
s42_1594823934999_35,rZ29-L789,9308bcb9-c6a8-11ea-96b3-0242ac110002,3553128c-e53f-4895-9231-856fcbebb8b6,t42_20200715-194839_35
s42_1594823934394_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,4d67b308-a3aa-4101-bda1-d8ba0aa0e788,t42_20200715-194839_33
s42_1594823934551_38,VDwN-U4c6,c66897a8-c6a8-11ea-acee-0242ac110002,cf4a2ad2-2da5-476d-bdf2-c24d5577822e,t42_20200715-194839_38
s42_1594823939235_32,PupB-y6vP,595cf140-c6a8-11ea-af23-0242ac110002,eda74b61-97eb-4151-9da4-c39516209b26,t42_20200715-194839_32
s42_1594823938260_37,Zbt2-MECJ,b606b67e-c6a8-11ea-acee-0242ac110002,a906c33f-5dfd-4296-a0d4-9e79c7dd10ad,t42_20200715-194839_37
s42_1594823938542_36,c7QP-L8zE,a0f33445-c6a8-11ea-acee-0242ac110002,9648f60f-5038-4446-8eb0-70b8bd61262b,t42_20200715-194839_36
s42_1594823937696_39,BD93-8dWo,d8b83ea5-c6a8-11ea-acee-0242ac110002,522e2ef3-f956-4007-a738-6a5ff7e1f81c,t42_20200715-194839_39
s42_1594823938192_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,13e47aae-21dd-4b35-8396-e14821daf781,t42_20200715-194839_34
s42_1594823943861_31,FvRG-n637,48784c41-c6a8-11ea-89f8-0242ac110002,8a0debb6-da7f-43fc-9099-c3bbb0367fdf,t42_20200715-194839_31
s42_1594823950602_32,PupB-y6vP,595cf140-c6a8-11ea-af23-0242ac110002,ddd82203-af74-49c2-ad89-4d4e65adfdd7,t42_20200715-194839_32
s42_1594823949708_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,3c9f2f22-18c3-44fc-9a10-53ed3e229c94,t42_20200715-194839_33
s42_1594823945439_35,rZ29-L789,9308bcb9-c6a8-11ea-96b3-0242ac110002,ce1a1d1c-e809-45a9-9244-6d0759dbee41,t42_20200715-194839_35
s42_1594823953702_39,BD93-8dWo,d8b83ea5-c6a8-11ea-acee-0242ac110002,85d101d3-cd0a-42a5-8817-cd439ca25605,t42_20200715-194839_39
s42_1594823952323_37,Zbt2-MECJ,b606b67e-c6a8-11ea-acee-0242ac110002,6e272434-d33a-42c8-ba6d-c1f5e1a22738,t42_20200715-194839_37
s42_1594823953987_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,974b6bfa-f41d-44b8-92d7-e6cbc98ff86b,t42_20200715-194839_34
s42_1594823953180_36,c7QP-L8zE,a0f33445-c6a8-11ea-acee-0242ac110002,1379cf47-aa62-4da1-aa34-d97d4697e03c,t42_20200715-194839_36
s42_1594823950079_38,VDwN-U4c6,c66897a8-c6a8-11ea-acee-0242ac110002,fa1e5aae-3537-4163-b672-232d2bc47e1c,t42_20200715-194839_38
s42_1594823955995_31,FvRG-n637,48784c41-c6a8-11ea-89f8-0242ac110002,bced72ad-ef6a-4fd4-8843-f21f173d3295,t42_20200715-194839_31
s42_1594823964675_39,BD93-8dWo,d8b83ea5-c6a8-11ea-acee-0242ac110002,4b79ae69-12e3-4200-9603-33702619c1af,t42_20200715-194839_39
s42_1594823961009_40,Ma9d-jufd,ea62f32f-c6a8-11ea-96b3-0242ac110002,1fb77b59-e70c-4d92-bc21-94299bff0073,t42_20200715-194839_40
s42_1594823966567_36,c7QP-L8zE,a0f33445-c6a8-11ea-acee-0242ac110002,ddf5aef0-33cd-4740-87e5-845ac9410d33,t42_20200715-194839_36
s42_1594823966233_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,676d060b-bc3c-49f6-9aaa-20ae481c62d9,t42_20200715-194839_34
s42_1594823962636_32,PupB-y6vP,595cf140-c6a8-11ea-af23-0242ac110002,1fd6199b-c710-49b7-b9e2-ed5904d226a3,t42_20200715-194839_32
s42_1594823962663_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,4773fca0-44fd-4b3a-9734-336da86070b9,t42_20200715-194839_33
s42_1594823967865_38,VDwN-U4c6,c66897a8-c6a8-11ea-acee-0242ac110002,849f06de-ac08-436c-8fbd-4e91b986e248,t42_20200715-194839_38
s42_1594823963326_35,rZ29-L789,9308bcb9-c6a8-11ea-96b3-0242ac110002,b5113b35-8880-4f4b-bbbb-9f0832702742,t42_20200715-194839_35
s42_1594823966150_37,Zbt2-MECJ,b606b67e-c6a8-11ea-acee-0242ac110002,0725063e-b03c-40db-93bd-2c37e685aec6,t42_20200715-194839_37
s42_1594823969837_31,FvRG-n637,48784c41-c6a8-11ea-89f8-0242ac110002,b2202b1e-e45a-42fc-9652-38b4788587ce,t42_20200715-194839_31
s42_1594823975195_40,Ma9d-jufd,ea62f32f-c6a8-11ea-96b3-0242ac110002,af139e46-e143-4c41-888f-7318485f778a,t42_20200715-194839_40
s42_1594823977614_36,c7QP-L8zE,a0f33445-c6a8-11ea-acee-0242ac110002,502eed95-07cb-46e8-a08b-bfad7f9cad44,t42_20200715-194839_36
s42_1594823975187_39,BD93-8dWo,d8b83ea5-c6a8-11ea-acee-0242ac110002,e3f7f337-382c-4d64-a1da-f05c9f5ba841,t42_20200715-194839_39
s42_1594823980703_35,rZ29-L789,9308bcb9-c6a8-11ea-96b3-0242ac110002,47608156-4546-4d1b-a7f7-5256b0361442,t42_20200715-194839_35
s42_1594823980689_38,VDwN-U4c6,c66897a8-c6a8-11ea-acee-0242ac110002,c581e46f-61e3-470c-810c-58540ba86d4e,t42_20200715-194839_38
s42_1594823977979_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,38fe25c5-d9a8-47c5-9d47-b453e75bd67a,t42_20200715-194839_34
s42_1594823978636_32,PupB-y6vP,595cf140-c6a8-11ea-af23-0242ac110002,3b780b91-d1fd-410c-b2e0-3ff60c6ccd43,t42_20200715-194839_32
s42_1594823979034_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,0fd6fe2d-8cac-4123-a75e-acf9c31916bc,t42_20200715-194839_33
s42_1594823984383_37,Zbt2-MECJ,b606b67e-c6a8-11ea-acee-0242ac110002,3985ea59-c07e-4d51-9a8d-fa75579104ff,t42_20200715-194839_37
s42_1594823987939_40,Ma9d-jufd,ea62f32f-c6a8-11ea-96b3-0242ac110002,9f5d0375-82ad-498a-864c-30c0072a27bd,t42_20200715-194839_40
s42_1594823988393_36,c7QP-L8zE,a0f33445-c6a8-11ea-acee-0242ac110002,1c6d9df4-7eb3-4cf6-bb0a-a859a3085bb1,t42_20200715-194839_36
s42_1594823993964_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,15807a08-078d-435c-b7e3-300ca5db43e9,t42_20200715-194839_34
s42_1594823990687_39,BD93-8dWo,d8b83ea5-c6a8-11ea-acee-0242ac110002,6d4499a0-68e8-486c-adaf-7833f69d995d,t42_20200715-194839_39
s42_1594823990027_41,W7zU-o2u9,fbe20436-c6a8-11ea-af23-0242ac110002,bbf94c18-cb8e-4bb0-bbaf-96e5b8a194b3,t42_20200715-194839_41
s42_1594823990963_35,rZ29-L789,9308bcb9-c6a8-11ea-96b3-0242ac110002,4810b44b-6ed8-47f4-b411-a0ef9510f916,t42_20200715-194839_35
s42_1594823996061_32,PupB-y6vP,595cf140-c6a8-11ea-af23-0242ac110002,20d8112b-2217-4a18-9470-c11934d31b7b,t42_20200715-194839_32
s42_1594823993400_38,VDwN-U4c6,c66897a8-c6a8-11ea-acee-0242ac110002,20d8b31d-5597-4b5a-b58b-dd8a2df45ef8,t42_20200715-194839_38
s42_1594823997263_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,cc846681-7d09-4c62-860e-81cc5a00858e,t42_20200715-194839_33
s42_1594824002098_36,c7QP-L8zE,a0f33445-c6a8-11ea-acee-0242ac110002,bfd88780-3771-49f9-a68d-96ba24ea2cdf,t42_20200715-194839_36
s42_1594824006595_41,W7zU-o2u9,fbe20436-c6a8-11ea-af23-0242ac110002,e45a9555-a747-47fd-968b-7c59ed096f90,t42_20200715-194839_41
s42_1594824001740_40,Ma9d-jufd,ea62f32f-c6a8-11ea-96b3-0242ac110002,39e48484-4230-4f77-afdd-ee4e266f8c63,t42_20200715-194839_40
s42_1594824001540_37,Zbt2-MECJ,b606b67e-c6a8-11ea-acee-0242ac110002,d4fadd5e-0c44-458f-8821-6dc3c005162e,t42_20200715-194839_37
s42_1594824006240_39,BD93-8dWo,d8b83ea5-c6a8-11ea-acee-0242ac110002,6d28f9fd-cae3-407e-bd4e-95a999ee021b,t42_20200715-194839_39
s42_1594824004992_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,6aaff0eb-26e8-420c-857d-ce0039e25dd2,t42_20200715-194839_34
s42_1594824009265_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,8939aafa-e855-4fe1-ba06-230f183a0ff0,t42_20200715-194839_33
s42_1594824008482_38,VDwN-U4c6,c66897a8-c6a8-11ea-acee-0242ac110002,681d73a4-a6b7-4d44-85a4-0154a5a0910e,t42_20200715-194839_38
s42_1594824006906_35,rZ29-L789,9308bcb9-c6a8-11ea-96b3-0242ac110002,a8e73d12-4bfa-4065-9a72-3f02cc023462,t42_20200715-194839_35
s42_1594824014191_36,c7QP-L8zE,a0f33445-c6a8-11ea-acee-0242ac110002,82ce9275-a964-435f-9076-45527ee9df6c,t42_20200715-194839_36
s42_1594824018064_41,W7zU-o2u9,fbe20436-c6a8-11ea-af23-0242ac110002,752a3944-8d25-4c1e-a76d-a514e2fb2293,t42_20200715-194839_41
s42_1594824019145_37,Zbt2-MECJ,b606b67e-c6a8-11ea-acee-0242ac110002,b68d3d54-e061-45b6-8f28-ea77a6c58105,t42_20200715-194839_37
s42_1594824021838_34,Kug3-9A48,7df11bd9-c6a8-11ea-89f8-0242ac110002,e92dfba0-844e-4c3a-af85-ac4026e56db6,t42_20200715-194839_34
s42_1594824022812_33,p6r6-b3sa,6e4989f2-c6a8-11ea-acee-0242ac110002,832c9797-81e8-40c8-8f45-4c824e034811,t42_20200715-194839_33
s42_1594824019434_39,BD93-8dWo,d8b83ea5-c6a8-11ea-acee-0242ac110002,b6456c30-fcd3-4a4f-b6a2-fae968a6e311,t42_20200715-194839_39
s42_1594824019131_42,shVZ-dYnE,0aee18d9-c6a9-11ea-96b3-0242ac110002,e68a0219-825b-44a5-9857-a67031ed9059,t42_20200715-194839_42
